1 Facility Name,2 Street Address,3 city,4 state,5 ZIP Code,6 Phone,7 Designation,acr_site_id,facility_id,Registry Participant
VERNON IMAGING,35 TALCOTTVILLE ROAD VERNON SUITE 4,VERNON,CT,06066,860-871-5520,Lung Cancer Screening Designated Site,10082436,224909,YES
Ferry County Public Hospital District#1,36 Klondike Rd,Republic,WA,99166-9701,509-775-8233,LCSR,10072112,105456,YES
NJIN Belleville,36 Newark Ave,Belleville,NJ,07109-4119,973-844-4170,LCSR,10073330,107181,YES
Elliot CT Imaging at Londonderry,40 Buttrick Rd,Londonderry,NH,03053-3381,603-663-3979,Lung Cancer Screening Designated Site,10071316,107787,YES
Dent Neurologic Group,40 George Karl Blvd,Buffalo,NY,14221-7183,716-250-2000,LCSR,10081747,115241,YES
Island Imaging,40 Palmetto Pkwy,Hilton Head,SC,29926-3759,843-681-1999,Lung Cancer Screening Designated Site,10076315,114883,YES
Delaware Imaging Network - Polly Drummond,40 Polly Drummond Hill Rd Bldg 4,Newark,DE,19711-5703,302-737-5990,Lung Cancer Screening Designated Site,10069406,107186,YES
Clay St,40 S Clay St,Hinsdale,IL,60521-3257,630-432-6858,Lung Cancer Screening Designated Site,10073272,104199,YES
Wellspan Adams Health Center,40 V Twin Dr,Gettysburg,PA,17325-7875,717-339-2675,LCSR,10077462,106529,YES
Baystate Wing,40 Wright St,Palmer,MA,01069-1138,413-283-7651,Lung Cancer Screening Designated Site,10071017,113992,YES
Bristol Hospital,41 Brewster Rd,Bristol,CT,06010-5161,860-585-3424,Lung Cancer Screening Designated Site,10083193,101699,YES
Winchester Hospital,41 Highland Ave,Winchester,MA,01890-1446,781-756-2342,Lung Cancer Screening Designated Site,10070195,104262,YES
Southcoast Health-Tobey Hospital,43 High St,Wareham,MA,02571-2097,508-961-5856,Lung Cancer Screening Designated Site,10061965,4231,YES
Albany Medical Center,43 New Scotland Ave,Albany,NY,12208-3412,518-262-5196,LCSR,10077304,105104,YES
University Hospitals Bedford Medical Center,44 Blaine Ave,Bedford,OH,44146-2709,440-735-3900,LCSR,10064538,103855,YES
Atlantic Medical Imaging,44 E Jimmie Leeds Rd,Galloway,NJ,08205-9599,609-652-3375,LCSR,10064984,100464,YES
RIVER RADIOLOGY,45 Pine Grove Ave,Kingston,NY,12401-5472,845-340-4500,LCSR,10077340,103496,YES
Swain Community Hospital,45 Plateau St,Bryson City,NC,28713-4200,0--0,LCSR,10072166,115881,YES
Mercy Tiffin Hospital,45 St Lawrence Dr,Tiffin,OH,44883-8310,419-455-7000,LCSR,10072467,104347,YES
Redington Fairview General Hospital,46 Fairview Ave,Skowhegan,ME,04976-1481,207-858-2122,LCSR,10073634,115595,YES
Schuylkill Medical Imaging,48 Tunnel Rd Ste 102,Pottsville,PA,17901-3875,570-622-6206,LCSR,10084813,105694,YES
CentraCare Health System - Long Prairie,50 Centracare Dr,Long Prairie,MN,56347-2100,320-732-2141,LCSR,10071723,114402,YES
Canton-Potsdam Hospital,50 Leroy St,Potsdam,NY,13676-1786,315-261-5932,Lung Cancer Screening Designated Site,10071335,104261,YES
St Vincents East Hospital,50 Medical Park Dr E,Birmingham,AL,35235-3401,205-838-3435,LCSR,10063484,105879,YES
Lehigh Valley Hospital Hazleton,50 Moisey Dr,Hazle Township,PA,18202-9297,570-501-6600,LCSR,10061419,109210,YES
Univeristy of Utah Health and Huntsman Cancer Hospital,50 N Medical Dr,Salt Lake City,UT,84132-0001,801-581-2121,LCSR,10075444,114840,YES
McLaren Oakland,50 N Perry St,Pontiac,MI,48342-2217,248-338-5604,LCSR,10076465,106996,YES
St Catherine of Siena Medical Center,50 Route 25A,Smithtown,NY,11787-1348,631-862-3222,LCSR,10076223,111058,YES
Maine Coast Hospital,50 Union St,Ellsworth,ME,04605-1534,207-664-5311,LCSR,10086938,116653,YES
Penn Presbyterian Medical Center,51 N 39th Street Mailbox 4283,Philadelphia,PA,19104,215-349-5454,Lung Cancer Screening Designated Site,10078146,221706,YES
ColumbiaDoctors/NewYork-Presbyterian Imaging,51 W 51st St Frnt 3,New York,NY,10019-1951,212-326-8518,LCSR,10060304,110720,YES
South Shore Hospital,55 Fogg Rd,South Weymouth,MA,02190-2432,781-624-4122,LCSR,10068463,103322,YES
Fleming County Hospital,55 Foundation Dr,Flemingsburg,KY,41041-9815,0--0,LCSR,10098351,115954,YES
Massachusetts General Hospital,55 Fruit St,Boston,MA,02114-2621,617-726-1467,Lung Cancer Screening Designated Site,10069603,100217,YES
OBleness Memorial Hospital,55 Hospital Dr,Athens,OH,45701-2302,740-592-9242,LCSR,10074471,101145,YES
UMass Memorial Medical Center,55 Lake Ave N,Worcester,MA,01655-0002,774-443-2631,Lung Cancer Screening Designated Site,10064743,107071,YES
NYP Lawrence Hospital,55 Palmer Ave,Bronxville,NY,10708-3403,914-787-3136,LCSR,10071118,111092,YES
Windsong Radiology Group,55 Spindrift Dr,Williamsville,NY,14221-7800,716-631-2500,LCSR,10065496,101149,YES
Blue Hill Hospital,57 Water St,Blue HIll,ME,04614-5231,207-374-3400,LCSR,10077811,116654,YES
Androscoggin Valley Hospital,59 Page Hill Rd,Berlin,NH,03570-3531,603-326-5725,LCSR,10067126,116036,YES
Concord Imaging Center at Horseshoe Pond,60 Commercial St,Concord,NH,03301-5071,603-415-9444,Lung Cancer Screening Designated Site,10071380,114871,YES
Umassmemorial HealthAlliance-Clinton Hospital,60 Hospital Rd,Leominster,MA,01453-2205,978-499-2704,Lung Cancer Screening Designated Site,10062698,104461,YES
UMass Memorial Health Alliance-Clinton Hospital Leominster Campus,60 Hospital Road Radiology,Leominster,MA,01453,978-466-2676,Lung Cancer Screening Designated Site,10069106,6362,YES
WellStar Kennestone Imaging at the 210 Bldg,60 Lacy St NW,Marietta,GA,30060-1112,770-793-7800,Lung Cancer Screening Designated Site,10060939,114632,YES
AdventHealth Palm Coast,60 Memorial Medical Pkwy,Palm Coast,FL,32164-5980,386-586-4380,LCSR,10060021,106397,YES
Marcum & Wallace Memorial Hospital,60 Mercy Ct,Irvine,KY,40336-1331,606-726-2178,Lung Cancer Screening Designated Site,10066519,105103,YES
CAMC ICSR,60 R H L Blvd,South Charleston,WV,25309-8278,304-388-9730,Lung Cancer Screening Designated Site,10064085,105208,YES
Einstein Medical Center Elkins Park,60 Township Line Rd,Elkins Park,PA,19027-2220,215-456-6205,Lung Cancer Screening Designated Site,10066589,101848,YES
Lead-Deadwood Hospital,61 Charles St,Deadwood,SD,57732-1303,605-717-6113,LCSR,10072427,107414,YES
Lenox Hill Radiology and Medical Imaging Asso,61 E 77th St,New York,NY,10075-1817,212-772-3111,LCSR,10060416,105099,YES
Crystal Run Health Transformation LLC - RH,61 Emerald Pl,Rock Hill,NY,12775-6049,845-703-6999,Lung Cancer Screening Designated Site,10084222,114706,YES
Wentworth Douglass Radiology,65 Calef Hwy,Lee,NH,03861-6703,603-609-6658,LCSR,10066571,115499,YES
JFK Medical Center,65 James St,Edison,NJ,08820-3947,908-930-1547,LCSR,10061635,105889,YES
West Hartford Imaging Center,65 Memorial Rd,West Hartford,CT,06107-2434,860-236-6517,Lung Cancer Screening Designated Site,10064898,114239,YES
XRA Medical Imaging 5,65 Sockanosett Crossroads,Cranston,RI,02920,401-886-4830,LCSR,10098154,105082,YES
XRA Medical Imaging,65 Sockanosset Cross Rd,Cranston,RI,02920-5536,401-886-4830,Lung Cancer Screening Designated Site,10066614,110756,YES
Wentworth Douglass Hospital Outpatient Center,67 Corporate Dr Bldg A,Portsmouth,NH,03801-2847,603-609-6658,LCSR,10062842,115500,YES
Northeast Radiology 1,67 Sand Pit Rd,Danbury,CT,06810-4032,203-797-1770,LCSR,10065116,106586,YES
Community Radiology,67 Thomas Johnson Dr Ste 4,Frederick,MD,21702-4862,301-607-0444,Lung Cancer Screening Designated Site,10060534,9280,YES
NHCH,67-1125 Mamalahoa Hwy,Kamuela,HI,96743-8496,808-885-4444,LCSR,10061019,115885,YES
Harris Regional Hospital,68 Hospital Rd,Sylva,NC,28779-2722,0--0,LCSR,10079774,115880,YES
NJIN Rutherford,69 Orient Way,Rutherford,NJ,07070-2011,201-933-5666,LCSR,10065960,106969,YES
PMG Medford Medical Clinic,70 Bower Dr Ste 130,Medford,OR,97501-3689,541-732-3268,Lung Cancer Screening Designated Site,10081070,228309,YES
Holy Family Hospital,70 East St,Methuen,MA,01844-4597,978-687-7156,LCSR,10061529,106125,YES
NMMC - Eupora,70 Medical Plz,Eupora,MS,39744-4018,662-258-9397,LCSR,10064941,107115,YES
Northside Imaging,70 Plaza Dr,Pell City,AL,35125-9314,205-814-7202,LCSR,10078618,114620,YES
Steward Norwood Hospital Inc at Foxboro,70 Walnut St,Foxboro,MA,02035-5312,508-698-3200,Lung Cancer Screening Designated Site,10077363,2476,YES
Manchester Memorial Hospital,71 Haynes St,Manchester,CT,06040-4131,860-646-1222,Lung Cancer Screening Designated Site,10060225,101904,YES
Berkshire Medical Center Northern Berkshire Imaging Center,71 Hospital Ave,North Adams,MA,01247-2504,413-447-2413,Lung Cancer Screening Designated Site,10065591,221792,YES
Erlanger Bledsoe,71 Wheelertown Ave,Pikeville,TN,37367-5246,423-447-2112,LCSR,10073794,105111,YES
WESTMED Medical Group - Yonkers,73 Market St,Yonkers,NY,10710-7616,914-682-6430,Lung Cancer Screening Designated Site,10071742,104020,YES
Champlain Valley Physicians Hospital,75 Beekman St,Plattsburgh,NY,12901-1438,518-562-7500,LCSR,10069526,101341,YES
Brigham Health,75 Francis St,Boston,MA,02115-6110,617-732-5500,Lung Cancer Screening Designated Site,10070790,114735,YES
John T Mather Memorial Hospital,75 N Country Rd Imaging Services,Port Jefferson,NY,11777,631-686-2500,Lung Cancer Screening Designated Site,10066374,104232,YES
Elizabethtown Community Hospital,75 Park Street,Elizabethtown,NY,12932-2300,518-873-3036,LCSR,10078280,107817,YES
Renown Imaging at Pringle,75 Pringle Way Center for Advanced Medicine C,Reno,NV,89502,775-982-5093,LCSR,10100733,106480,YES
Renown Outpatient Imaging Center for Advanced Medicine Bldg C,75 Pringle Way Ste G7,Reno,NV,89502-8404,775-982-5093,Lung Cancer Screening Designated Site,10061371,1505,YES
Hawaii Radiologic Associates Ltd Kona,75-5653 Kuakini Hwy Ste 110,Kailua Kona,HI,96740-1620,808-329-7314,Lung Cancer Screening Designated Site,10084988,105255,YES
Lexington Family Practice Northeast,76 Polo Rd,Columbia,SC,29223-2806,803-699-7255,Lung Cancer Screening Designated Site,10088789,115512,YES
Community Radiology Associates Frederick,76 Thomas Johnson Drive,Frederick,MD,21702-4501,240-415-7480,LCSR,10075880,104604,YES
Gouverneur Hospital,77 W Barney St,Gouverneur,NY,13642-1040,315-535-6263,LCSR,10065779,112898,YES
Augusta Health,78 Medical Center Dr,Fishersville,VA,22939-2332,540-332-4400,Lung Cancer Screening Designated Site,10067723,110733,YES
Spectrum Health South Health Pavilion,80 68th St SE,Grand Rapids,MI,49548-6980,616-391-2498,LCSR,10077461,106011,YES
MGH Imaging Chelsea,80 Everett Ave,Chelsea,MA,02150-2339,617-887-3500,Lung Cancer Screening Designated Site,10095811,10810,YES
Barbourville ARH,80 Hospital Dr,Barbourville,KY,40906-7363,160-654-5551,LCSR,10070378,106648,YES
Grady Memorial Hospital,80 Jesse Hill Jr Dr SE,Atlanta,GA,30303-3031,404-616-9874,LCSR,10072567,114008,YES
Zwanger Pesiri Radiology - Smithtown,80 Maple Ave,Smithtown,NY,11787-3520,631-225-7200,LCSR,10070324,104773,YES
Hartford Hospital,80 Seymour St,Hartford,CT,06102-8000,860-972-0511,LCSR,10067230,104922,YES
Hartford Hospital Radiology Department,80 Seymour Street The Imaging Center at Hartford Hospital,Hartford,CT,06102,,Lung Cancer Screening Designated Site,10081594,910,NO
Harlan ARH Hospital,81 Ball Park Rd,Harlan,KY,40831-1701,606-573-8175,LCSR,10067492,105994,YES
MGB Salem Hospital,81 Highland Ave,Salem,MA,01970-2714,978-354-4328,LCSR,10069993,105198,YES
Mass General Brigham-Salem Hospital,81 Highland Ave Salem Hospital,Salem,MA,01970,978-573-4422,Lung Cancer Screening Designated Site,10082342,8330,YES
PUNXSUTAWNEY AREA HOSPITAL,81 Hillcrest Dr,Punxsutawney,PA,15767-2605,814-938-1837,Lung Cancer Screening Designated Site,10073429,107020,YES
HOCC Bradley Campus Dept of Radiology,81 Meriden Ave,Southington,CT,06489-3268,860-276-5382,Lung Cancer Screening Designated Site,10069174,104712,YES
Northside Dawson Imaging,81 Northside Dawson Dr Ste 150,Dawsonville,GA,30534-7165,706-344-3300,LCSR,10069213,110949,YES
Marshall Imaging Services,83 Wellness Way Ste 4,Benton,KY,42025-7156,270-538-7263,Lung Cancer Screening Designated Site,10064880,114296,YES
Porter Regional Hospital,85 E US Highway 6,Valparaiso,IN,46383-8947,219-983-8513,Lung Cancer Screening Designated Site,10062174,109292,YES
Beverly Hospital,85 Herrick St,Beverly,MA,01915-1790,978-922-3000,Lung Cancer Screening Designated Site,10063527,104313,YES
St Elizabeth Ft Thomas,85 N Grand Ave,Fort Thomas,KY,41075-1793,859-212-5425,Lung Cancer Screening Designated Site,10067793,105342,YES
Baystate Mary Lane Hospital,85 South St,Ware,MA,01082-1625,413-967-6211,Lung Cancer Screening Designated Site,10077999,103295,YES
Morton Hospital A Steward Family Hospital,88 Washington St,Taunton,MA,02780-2465,508-828-7200,Lung Cancer Screening Designated Site,10062534,103918,YES
Virtua Marlton,90 Brick Rd,Marlton,NJ,08053-2177,856-355-6000,Lung Cancer Screening Designated Site,10065001,104579,YES
Holzer Medical Center,90 Jackson Pike,Gallipolis,OH,45631-1560,740-446-5289,Lung Cancer Screening Designated Site,10067517,11352,NO
Guthrie Robert Packer Hospital at Towanda,91 Hospital Dr,Towanda,PA,18848-9702,570-268-2283,LCSR,10069983,114138,YES
Queens Medical Center West Oahu,91-2141 Fort Weaver Rd,Ewa Beach,HI,96706-1993,808-691-3000,LCSR,10081109,104123,YES
Crystal Run Health Transformation LLC - 95,95 Crystal Run Rd,Middletown,NY,10941-7001,845-703-6999,Lung Cancer Screening Designated Site,10061873,114705,YES
Lakeview Regional Medical Center -,95 Judge Tanner Blvd,Covington,LA,70433-7500,985-867-4149,LCSR,10066364,100494,YES
Saraland FED,95 Shell Rd,Saraland,AL,36571-2202,251-435-2821,LCSR,10072750,112890,YES
Infirmary Imaging Saraland,95 Shell St Ste 100,Saraland,AL,36571-2202,251-435-7500,Lung Cancer Screening Designated Site,10105999,228410,YES
Chilton Medical Center,97 W Parkway,Pompton Plains,NJ,07444-1647,973-831-5000,Lung Cancer Screening Designated Site,10069980,103473,YES
Marshfield Medical Center Park Falls,98 Sherry Ave,Park Falls,WI,54552-1467,715-762-2484,LCSR,10072736,114352,YES
Pali Momi Medical Center,98-1079 Moanalua Rd Fl Imaging,Aiea,HI,96701-4713,808-485-4670,LCSR,10060397,110800,YES
Overlook Medical Center,99 Beauvoir Ave,Summit,NJ,07901-3533,908-522-2000,LCSR,10064547,103471,YES
NATHAN LITTAUER HOSPITAL,99 E State St,Gloversville,NY,12078-1203,518-773-5784,LCSR,10074385,104512,YES
Community Medical Center,99 Route 37 W,Toms River,NJ,08755-6423,732-557-8239,LCSR,10064461,107695,YES
Greenwood County Hospital,100 16th Street,Eureka,KS,67045,620-583-0517,LCSR,10106222,116358,YES
LENOIR MEMORIAL HOSPITAL,100 Airport Rd,Kinston,NC,28501-1604,252-522-7000,LCSR,10060484,103394,YES
Bethesda Arrow Springs,100 Arrow Springs Blvd,Lebanon,OH,45036-7002,513-862-5022,LCSR,10060698,109148,YES
Virtua Voorhees,100 Bowman Dr,Voorhees,NJ,08043-9612,856-247-3000,LCSR,10070628,104292,YES
South Jersey Radiology Associates Voorhees,100 Carnie Blvd Ste B5,Voorhees,NJ,08043-4514,856-751-0123,LCSR,10060959,101496,YES
Holmdel Imaging,100 Commons Way,Holmdel,NJ,07733-2934,732-671-6618,Lung Cancer Screening Designated Site,10079122,115847,YES
Cherry Creek Medical Center,100 Cook St,Denver,CO,80206-5322,720-763-7828,Lung Cancer Screening Designated Site,10064755,115830,YES
ThedaCare Medical Center - Shawano,100 County Road B,Shawano,WI,54166-7072,715-526-2111,LCSR,10064601,111078,YES
Harrisburg Medical Center,100 Dr Warren Tuttle Dr,Harrisburg,IL,62946-2718,618-253-0222,LCSR,10089171,104060,YES
Lenox Hill Hospital,100 E 77th St,New York,NY,10075-1850,212-434-2900,LCSR,10106397,101428,YES
Valley Regional Medical Center,100 E Alton Gloor Blvd,Brownsville,TX,78526-3328,956-350-7919,LCSR,10066709,105048,YES
Peninsula Diognostic Breast Center,100 E Carroll St,Salisbury,MD,21801-5422,410-543-7356,Lung Cancer Screening Designated Site,10069894,9032,NO
Citizens Medical Center Inc,100 E College Dr,Colby,KS,67701-3702,785-462-7511,LCSR,10062148,107202,YES
Herington Hospital Inc,100 E Helen St,Herington,KS,67449-1606,785-258-2207,LCSR,10065505,107405,YES
Lankenau Medical Center,100 E Lancaster Ave,Wynnewood,PA,19096-3450,484-227-3323,LCSR,10063289,101085,YES
CGH Medical Center,100 E Le Fevre Rd,Sterling,IL,61081-1278,815-625-0400,Lung Cancer Screening Designated Site,10062722,112447,YES
TidalHealth Peninsula Regional,100 East Street,Salisbury,MD,21801,410-543-7001,LCSR,10079364,104653,YES
FAIRFAX RADIOLOGY- RESTON,100 Elden St Ste 16,Herndon,VA,20170-4841,703-481-9400,LCSR,10086674,105568,YES
EXCELA SQUARE AT LATROBE,100 Excela Health Dr,LATROBE,PA,15650-9001,724-537-1587,Lung Cancer Screening Designated Site,10062105,600497,YES
UPMC Northwest NOR,100 Fairfield Dr,Seneca,PA,16346-2130,412-647-0764,Lung Cancer Screening Designated Site,10063031,101207,YES
Carris Health Redwood Hospital,100 Fallwood Rd,Redwood Falls,MN,56283-1828,507-637-4500,LCSR,10060062,107459,YES
University of Texas MD Anderson Cancer Center - Woodlands,100 Fellowship Dr,Conroe,TX,77384-4797,936-446-5300,Lung Cancer Screening Designated Site,10070244,226647,YES
HOCC New Britain General Campus,100 Grand St,New Britain,CT,06052-2016,860-224-5556,Lung Cancer Screening Designated Site,10070310,104623,YES
Olivia Hospital & Clinic,100 Healthy Way,Olivia,MN,56277-1117,320-523-3464,LCSR,10077770,106632,YES
Florida Cancer Specialists - Highland,100 Highland Ave N,Largo,FL,33770-2542,727-693-2900,LCSR,10071391,107578,YES
Baylor Scott & White Medical Center – Hillcr,100 Hillcrest Medical Blvd,Waco,TX,76712-8897,254-202-2000,LCSR,10089361,106756,YES
Dartmouth-Hitchcock Manchester,100 Hitchcock Way,Manchester,NH,03104-4125,603-629-1733,LCSR,10065843,101727,YES
Penn Highlands DuBois,100 Hospital Ave,Dubois,PA,15801-1440,814-375-4090,LCSR,10064152,104245,YES
Advent Health Hendersonville,100 Hospital Dr,Hendersonville,NC,28792-5272,828-681-2799,LCSR,10069931,104944,YES
St Lukes Wood River,100 Hospital Drive,Ketchum,ID,83340,208-727-8800,Lung Cancer Screening Designated Site,10063617,106992,YES
Long Island Community Hospital,100 Hospital Rd,East Patchogue,NY,11772-8809,631-241-5151,LCSR,10067933,114551,YES
Baptist Memorial Hospital Booneville,100 Hospital St,Booneville,MS,38829-3354,662-720-5031,LCSR,10073537,112641,YES
WVU Medicine-Braxton County Memorial Hospital,100 Hoylman Dr,Gassaway,WV,26624-9318,304-364-1106,Lung Cancer Screening Designated Site,10064362,115594,YES
BHS OUTPATIENT SERVICES SLIPPERYROCK,100 Innovation Dr Ste 100,Slippery Rock,PA,16057-2468,724-794-3843,LCSR,10076665,104508,YES
South County Hospital,100 Kenyon Ave,Wakefield,RI,02879-4216,401-782-8020,Lung Cancer Screening Designated Site,10065299,2259,YES
Kettering Health Franklin,100 Kettering Way,Franklin,OH,45005-1155,937-723-4489,LCSR,10104580,104342,YES
Northwell Health Imaging @ Syosset,100 Lafayette Dr,Syosset,NY,11791-3941,516-622-3456,Lung Cancer Screening Designated Site,10066523,101442,YES
Morristown Medical Center,100 Madison Ave,Morristown,NJ,07960-6136,973-971-5379,LCSR,10067795,101057,YES
Einstein Collegeville,100 Market St Ste 200,Collegeville,PA,19426-4927,484-622-6430,Lung Cancer Screening Designated Site,10069322,101928,YES
Catholic Medical Center,100 McGregor St,Manchester,NH,03102-3730,603-663-6723,Lung Cancer Screening Designated Site,10076186,104439,YES
Canonsburg Hospital,100 Medical Blvd,Canonsburg,PA,15317-9762,412-359-6864,Lung Cancer Screening Designated Site,10070678,113918,YES
Abington- Lansdale Campus,100 Medical Campus Dr,Lansdale,PA,19446-1259,215-361-4470,LCSR,10070115,101620,YES
Springfield Regional Medical Center,100 Medical Center Dr,Springfield,OH,45504-2687,937-523-5452,LCSR,10086805,110734,YES
Shore Medical Center,100 Medical Center Way,Somers Point,NJ,08244-2300,609-653-3500,LCSR,10064925,106357,YES
Hannibal Clinic Operations LLC,100 Medical Dr,Hannibal,MO,63401-6877,573-231-3845,Lung Cancer Screening Designated Site,10076974,106636,YES
CHI St Luke&#39;s Health Brazosport,100 Medical Dr,Lake Jackson,TX,77566-5674,979-285-1941,LCSR,10076937,114325,YES
